,ID,Count
0,18288,492.7150252686587
1,18289,393.2123676920126
2,18290,332.7787754186923
3,18291,274.9632132945639
4,18292,231.43736757003833
5,18293,207.1746199332125
6,18294,222.76897343057348
7,18295,258.3531691707608
8,18296,297.5097940108491
9,18297,384.4476580621094
10,18298,545.6797890561573
11,18299,604.9575954442159
12,18300,611.3669535352144
13,18301,540.7064073680604
14,18302,578.1468652876084
15,18303,570.8443999216348
16,18304,556.2744930043928
17,18305,569.2333044452089
18,18306,583.2428303271722
19,18307,618.8795617894173
20,18308,594.7218855967056
21,18309,555.1099511654538
22,18310,557.1238205109861
23,18311,543.9548661819409
24,18312,420.03992437455895
25,18313,335.21383501230986
26,18314,283.6941527896555
27,18315,234.40634321037606
28,18316,197.300527457143
29,18317,176.61651710666828
30,18318,189.9107150259017
31,18319,220.2462682789974
32,18320,253.6273199886049
33,18321,327.7419135540549
34,18322,465.1924247751439
35,18323,515.7267986736327
36,18324,521.1907811985508
37,18325,460.9526131984317
38,18326,492.87063133579363
39,18327,486.64527419674783
40,18328,474.2244177466614
41,18329,485.27181410851693
42,18330,497.21494531052304
43,18331,527.5952853056265
44,18332,507.00084843916636
45,18333,473.231644965494
46,18334,474.9484700757824
47,18335,463.7219267458971
48,18336,489.3069298384951
49,18337,390.49252923633674
50,18338,330.47695435459644
51,18339,273.06130078401816
52,18340,229.83652206232426
53,18341,205.74159914182243
54,18342,221.22808695178787
55,18343,256.5661478499901
56,18344,295.45192746041374
57,18345,381.7884448467946
58,18346,541.9053379027733
59,18347,600.7731214364424
60,18348,607.1381461848391
61,18349,536.9663569504655
62,18350,574.1478403167832
63,18351,566.8958858903311
64,18352,552.4267585934294
65,18353,565.2959343142313
66,18354,579.2085567150982
67,18355,614.598789947304
68,18356,590.608211694808
69,18357,551.2702718563567
70,18358,553.2702113264813
71,18359,540.1923462696668
72,18360,534.649863655792
73,18361,426.67856264313184
74,18362,361.10148418577694
75,18363,298.36525569346827
76,18364,251.13493737826815
77,18365,224.80719405671903
78,18366,241.7287786311252
79,18367,280.34153534666984
80,18368,322.83076960649197
81,18369,417.1678910210208
82,18370,592.1224437178814
83,18371,656.4453676756175
84,18372,663.4002244462325
85,18373,586.7257789013388
86,18374,627.3527837526359
87,18375,619.4288075959516
88,18376,603.61885996439
89,18377,617.680592232846
90,18378,632.8824649555014
91,18379,671.5522286937563
92,18380,645.3384994176265
93,18381,602.3552042943185
94,18382,604.5404734982003
95,18383,590.2507131389048
96,18384,625.5667376941265
97,18385,499.234984652542
98,18386,422.5065651265813
99,18387,349.1020803207398
100,18388,293.84027599394307
101,18389,263.0355164305645
102,18390,282.83460585040496
103,18391,328.01343763155575
104,18392,377.7279395324682
105,18393,488.10702928518697
106,18394,692.8124939549983
107,18395,768.0734907951543
108,18396,776.2110165982555
109,18397,686.4981296706251
110,18398,734.0337312198877
111,18399,724.7622878868463
112,18400,706.263868574879
113,18401,722.7167895975421
114,18402,740.5037312436643
115,18403,785.7492640559883
116,18404,755.0779065549551
117,18405,704.7853290505442
118,18406,707.3422019121742
119,18407,690.6224767648199
120,18408,669.7395857087868
121,18409,534.4872283730845
122,18410,452.34082126898215
123,18411,373.75306031442005
124,18412,314.5890803499905
125,18413,281.609118877161
126,18414,302.80627202877054
127,18415,351.1752952787083
128,18416,404.4002637761796
129,18417,522.5734999594067
130,18418,741.7337347341006
131,18419,822.3091007287073
132,18420,831.0212377904581
133,18421,734.9734972326331
134,18422,785.8657077190348
135,18423,775.9395843454008
136,18424,756.1349449044815
137,18425,773.7496482533759
138,18426,792.7925707927213
139,18427,841.2330050021822
140,18428,808.3958654483968
141,18429,754.5520019683972
142,18430,757.2894220834282
143,18431,739.3890748964441
144,18432,620.5664888562796
145,18433,495.24452448034225
146,18434,419.12940672931086
147,18435,346.31165498922667
148,18436,291.49156655973127
149,18437,260.93303406362725
150,18438,280.57386638970513
151,18439,325.39157698666116
152,18440,374.70870341126476
153,18441,484.2055165306494
154,18442,687.2747396931372
155,18443,761.9341640881654
156,18444,770.0066454260032
157,18445,681.0108470703344
158,18446,728.1664894208724
159,18447,718.9691541261229
160,18448,700.6185954565032
161,18449,716.9400058116936
162,18450,734.5847737632511
163,18451,779.4686522400257
164,18452,749.0424555035578
165,18453,699.151874120529
166,18454,701.6883095135654
167,18455,685.102227639102
168,18456,525.6993439229772
169,18457,419.53557962917733
170,18458,355.0563204637596
171,18459,293.37035287910976
172,18460,246.93071258480495
173,18461,221.04371937307297
174,18462,237.6820213976472
